condition,weighted_modality,weight_lambda,dataset,method,seed,implementation_tag,resolution,cell_type,abundance,abundance_class,support,cell_precision,cell_recall,cell_f1,dominant_metacell_count,purity_unweighted,purity_weighted,involved_metacell_size_median,involved_metacell_size_p95,involved_metacell_size_max,strict_recovery,majority_recovery,majority_retention_metacell_count,majority_retention,high_purity_recovery_metacell_count,high_purity_recovery
ATAC_lambda_0,ATAC,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,cDC2,0.021,Intermediate,42,0.3333333333333333,0.0476190476190476,0.0833333333333333,1,0.3333333333333333,0.3333333333333333,36.0,329.85,370.0,0.0,0.0476190476190476,0,0.0,0,0.0
ATAC_lambda_0,ATAC,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,pDC,0.0015,Rare,3,0.0,0.0,0.0,0,,,37.0,271.0,297.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,B1 B,0.0355,Intermediate,71,0.3333333333333333,0.0140845070422535,0.027027027027027,1,0.3333333333333333,0.3333333333333333,27.0,365.0,370.0,0.0,0.0140845070422535,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD14+ Mono,0.054,Intermediate,108,0.5522388059701493,0.6851851851851852,0.6115702479338844,4,0.5754477004477004,0.5522388059701493,27.0,301.0,360.0,0.0185185185185185,0.6851851851851852,2,0.1818181818181818,1,0.0909090909090909
ATAC_lambda_0.25,ATAC,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD16+ Mono,0.0105,Intermediate,21,0.0,0.0,0.0,0,,,20.5,97.75,100.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD4+ T activated,0.076,Intermediate,152,0.3809523809523809,0.0526315789473684,0.0924855491329479,3,0.3564814814814814,0.3809523809523809,23.0,307.0,370.0,0.0,0.0526315789473684,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD4+ T naive,0.03,Intermediate,60,0.3333333333333333,0.0666666666666666,0.1111111111111111,1,0.3333333333333333,0.3333333333333333,27.5,203.5,370.0,0.0,0.0666666666666666,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD8+ T,0.4025,Common,805,0.6912028725314183,0.9565217391304348,0.8025013027618552,21,0.6096949000470856,0.6912028725314183,14.0,185.59999999999985,370.0,0.0024844720496894,0.9565217391304348,14,0.4242424242424242,9,0.2727272727272727
ATAC_lambda_0.25,ATAC,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Erythroblast,0.0225,Intermediate,45,0.0,0.0,0.0,0,,,12.0,219.0,242.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,G/M prog,0.007,Rare,14,0.0,0.0,0.0,0,,,91.0,213.6,242.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,HSC,0.0075,Rare,15,0.0,0.0,0.0,0,,,20.5,268.9999999999999,360.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Lymph prog,0.034,Intermediate,68,0.3571428571428571,0.0735294117647058,0.1219512195121951,2,0.3666666666666667,0.3571428571428571,20.5,364.5,370.0,0.0,0.0735294117647058,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,MK/E prog,0.0165,Intermediate,33,0.4285714285714285,0.1818181818181818,0.2553191489361702,1,0.4285714285714285,0.4285714285714285,14.0,312.79999999999995,360.0,0.0,0.1818181818181818,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,NK,0.0445,Intermediate,89,0.4117647058823529,0.1573033707865168,0.2276422764227642,1,0.4117647058823529,0.4117647058823529,35.5,203.5,370.0,0.0,0.1573033707865168,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Naive CD20+ B,0.0825,Intermediate,165,0.3914141414141414,0.9393939393939394,0.5525846702317291,3,0.3755291005291005,0.3914141414141414,27.0,230.0,360.0,0.0,0.9393939393939394,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Normoblast,0.0105,Intermediate,21,0.0,0.0,0.0,0,,,127.0,230.5,242.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Plasma cell,0.004,Rare,8,0.0,0.0,0.0,0,,,148.0,368.0,370.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Proerythroblast,0.0805,Intermediate,161,0.6201550387596899,0.9937888198757764,0.7637231503579952,3,0.5982552800734618,0.6201550387596899,51.5,219.34999999999997,242.0,0.0,0.9937888198757764,2,0.5,1,0.25
ATAC_lambda_0.25,ATAC,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Transitional B,0.0595,Intermediate,119,0.0,0.0,0.0,0,,,17.0,243.79999999999984,360.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,cDC2,0.021,Intermediate,42,0.0,0.0,0.0,0,,,23.5,243.39999999999984,360.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.25,ATAC,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,pDC,0.0015,Rare,3,0.0,0.0,0.0,0,,,193.5,343.35,360.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,B1 B,0.0355,Intermediate,71,0.5909090909090909,0.1830985915492957,0.2795698924731183,3,0.6929824561403509,0.5909090909090909,21.0,270.0,281.0,0.0140845070422535,0.1830985915492957,2,0.0952380952380952,1,0.0476190476190476
ATAC_lambda_0.5,ATAC,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD14+ Mono,0.054,Intermediate,108,0.6140350877192983,0.9722222222222222,0.7526881720430108,2,0.4551136363636363,0.6140350877192983,22.5,140.94999999999996,160.0,0.0,0.9722222222222222,1,0.25,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD16+ Mono,0.0105,Intermediate,21,0.0,0.0,0.0,0,,,15.0,134.59999999999997,160.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD4+ T activated,0.076,Intermediate,152,0.5,0.0131578947368421,0.0256410256410256,1,0.5,0.5,62.5,274.95,281.0,0.0,0.0131578947368421,0,0.0,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD4+ T naive,0.03,Intermediate,60,0.0,0.0,0.0,0,,,135.5,277.15,281.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD8+ T,0.4025,Common,805,0.7287671232876712,0.991304347826087,0.8400000000000001,10,0.7471787545638532,0.7287671232876712,15.0,272.2,281.0,0.0,0.991304347826087,10,0.5882352941176471,5,0.2941176470588235
ATAC_lambda_0.5,ATAC,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Erythroblast,0.0225,Intermediate,45,0.3877551020408163,0.8444444444444444,0.5314685314685315,1,0.3877551020408163,0.3877551020408163,117.5,135.05,137.0,0.0,0.8444444444444444,0,0.0,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,G/M prog,0.007,Rare,14,0.0,0.0,0.0,0,,,16.0,145.6,160.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,HSC,0.0075,Rare,15,0.5,0.2,0.2857142857142857,1,0.5,0.5,13.0,132.79999999999998,137.0,0.0,0.2,0,0.0,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Lymph prog,0.034,Intermediate,68,0.2857142857142857,0.088235294117647,0.1348314606741573,1,0.2857142857142857,0.2857142857142857,53.0,208.39999999999984,281.0,0.0,0.088235294117647,0,0.0,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,MK/E prog,0.0165,Intermediate,33,0.3157894736842105,0.1818181818181818,0.2307692307692307,2,0.3833333333333333,0.3157894736842105,33.0,132.2,137.0,0.0,0.1818181818181818,0,0.0,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,NK,0.0445,Intermediate,89,0.8181818181818182,0.1011235955056179,0.18,1,0.8181818181818182,0.8181818181818182,53.5,276.05,281.0,0.0,0.1011235955056179,1,0.1,1,0.1
ATAC_lambda_0.5,ATAC,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Naive CD20+ B,0.0825,Intermediate,165,0.4645161290322581,0.8727272727272727,0.6063157894736843,10,0.5563644082332762,0.4645161290322581,21.0,148.79999999999998,160.0,0.0121212121212121,0.8727272727272727,6,0.3529411764705882,1,0.0588235294117647
ATAC_lambda_0.5,ATAC,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Normoblast,0.0105,Intermediate,21,0.0,0.0,0.0,0,,,51.0,93.3,98.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Plasma cell,0.004,Rare,8,0.0,0.0,0.0,0,,,53.0,212.49999999999997,241.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Proerythroblast,0.0805,Intermediate,161,0.8439716312056738,0.7391304347826086,0.7880794701986755,2,0.677007299270073,0.8439716312056738,13.5,151.95,160.0,0.0,0.7391304347826086,1,0.125,1,0.125
ATAC_lambda_0.5,ATAC,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Transitional B,0.0595,Intermediate,119,0.5222222222222223,0.3949579831932773,0.4497607655502392,3,0.6393574297188755,0.5222222222222223,18.0,101.89999999999998,125.0,0.0168067226890756,0.3949579831932773,2,0.1666666666666666,1,0.0833333333333333
ATAC_lambda_0.5,ATAC,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,cDC2,0.021,Intermediate,42,0.5833333333333334,0.1666666666666666,0.2592592592592592,1,0.5833333333333334,0.5833333333333334,26.0,147.74999999999997,160.0,0.0,0.1666666666666666,1,0.125,0,0.0
ATAC_lambda_0.5,ATAC,0.5,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,pDC,0.0015,Rare,3,0.0,0.0,0.0,0,,,125.0,156.5,160.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_2,ATAC,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,B1 B,0.0355,Intermediate,71,0.2916666666666667,0.0985915492957746,0.1473684210526315,3,0.2972582972582973,0.2916666666666667,31.0,232.39999999999984,418.0,0.0,0.0985915492957746,0,0.0,0,0.0
ATAC_lambda_2,ATAC,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD14+ Mono,0.054,Intermediate,108,0.5698924731182796,0.9814814814814816,0.7210884353741497,1,0.5698924731182796,0.5698924731182796,48.0,172.2,186.0,0.0,0.9814814814814816,1,0.3333333333333333,0,0.0
ATAC_lambda_2,ATAC,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD16+ Mono,0.0105,Intermediate,21,0.0,0.0,0.0,0,,,96.0,177.0,186.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_2,ATAC,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD4+ T activated,0.076,Intermediate,152,0.3,0.0197368421052631,0.037037037037037,1,0.3,0.3,23.5,148.99999999999997,418.0,0.0,0.0197368421052631,0,0.0,0,0.0
ATAC_lambda_2,ATAC,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD4+ T naive,0.03,Intermediate,60,0.0,0.0,0.0,0,,,55.0,255.5999999999997,418.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_2,ATAC,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD8+ T,0.4025,Common,805,0.7206959706959707,0.977639751552795,0.8297311544544016,21,0.6113055994892262,0.7206959706959707,18.0,171.99999999999991,418.0,0.0,0.977639751552795,16,0.5517241379310345,5,0.1724137931034483
ATAC_lambda_2,ATAC,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Erythroblast,0.0225,Intermediate,45,1.0,0.0222222222222222,0.0434782608695652,1,1.0,1.0,65.0,153.6,172.0,0.0222222222222222,0.0222222222222222,1,0.2,1,0.2
ATAC_lambda_2,ATAC,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,G/M prog,0.007,Rare,14,0.0,0.0,0.0,0,,,186.0,186.0,186.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_2,ATAC,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,HSC,0.0075,Rare,15,0.0,0.0,0.0,0,,,48.0,181.8,186.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_2,ATAC,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Lymph prog,0.034,Intermediate,68,0.2941176470588235,0.2205882352941176,0.2521008403361344,2,0.46875,0.2941176470588235,26.0,161.5,172.0,0.0,0.2205882352941176,1,0.0909090909090909,0,0.0
ATAC_lambda_2,ATAC,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,MK/E prog,0.0165,Intermediate,33,0.0,0.0,0.0,0,,,99.5,166.75,172.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_2,ATAC,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,NK,0.0445,Intermediate,89,0.2307692307692307,0.0674157303370786,0.1043478260869565,1,0.2307692307692307,0.2307692307692307,23.5,164.3500000000002,418.0,0.0,0.0674157303370786,0,0.0,0,0.0
ATAC_lambda_2,ATAC,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Naive CD20+ B,0.0825,Intermediate,165,0.5707762557077626,0.7575757575757576,0.6510416666666666,5,0.5692708658570653,0.5707762557077625,26.0,139.1,151.0,0.006060606060606,0.7575757575757576,2,0.1333333333333333,1,0.0666666666666666
ATAC_lambda_2,ATAC,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Normoblast,0.0105,Intermediate,21,0.0,0.0,0.0,0,,,108.0,168.85,172.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_2,ATAC,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Plasma cell,0.004,Rare,8,0.0,0.0,0.0,0,,,122.5,177.25,186.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_2,ATAC,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Proerythroblast,0.0805,Intermediate,161,0.6455696202531646,0.9503105590062112,0.7688442211055276,2,0.6266100178890877,0.6455696202531646,37.0,164.64999999999998,172.0,0.0,0.9503105590062112,2,0.25,0,0.0
ATAC_lambda_2,ATAC,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Transitional B,0.0595,Intermediate,119,0.5324675324675324,0.6890756302521008,0.6007326007326007,2,0.4761194029850746,0.5324675324675324,28.5,176.9,186.0,0.0,0.6890756302521008,1,0.0714285714285714,0,0.0
ATAC_lambda_2,ATAC,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,cDC2,0.021,Intermediate,42,0.0,0.0,0.0,0,,,91.0,178.2,186.0,0.0,0.0,0,0.0,0,0.0
ATAC_lambda_2,ATAC,2.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,pDC,0.0015,Rare,3,0.0,0.0,0.0,0,,,37.0,46.9,48.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0,RNA,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,B1 B,0.0355,Intermediate,71,0.3571428571428571,0.0704225352112676,0.1176470588235294,2,0.3541666666666666,0.3571428571428571,18.5,182.35,211.0,0.0,0.0704225352112676,0,0.0,0,0.0
RNA_lambda_0,RNA,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD14+ Mono,0.054,Intermediate,108,0.5792349726775956,0.9814814814814816,0.7285223367697594,1,0.5792349726775956,0.5792349726775956,56.0,170.29999999999998,183.0,0.0,0.9814814814814816,1,0.3333333333333333,0,0.0
RNA_lambda_0,RNA,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD16+ Mono,0.0105,Intermediate,21,0.0,0.0,0.0,0,,,114.5,176.15,183.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0,RNA,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD4+ T activated,0.076,Intermediate,152,0.5,0.0263157894736842,0.05,2,0.5,0.5,25.0,239.0,319.0,0.0,0.0263157894736842,0,0.0,0,0.0
RNA_lambda_0,RNA,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD4+ T naive,0.03,Intermediate,60,0.0,0.0,0.0,0,,,44.5,238.0,319.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0,RNA,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD8+ T,0.4025,Common,805,0.7097966728280961,0.9540372670807452,0.8139904610492845,18,0.6458346030105433,0.7097966728280961,19.0,199.79999999999995,319.0,0.0,0.9540372670807452,16,0.5517241379310345,6,0.2068965517241379
RNA_lambda_0,RNA,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Erythroblast,0.0225,Intermediate,45,0.0,0.0,0.0,0,,,64.0,230.6,239.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0,RNA,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,G/M prog,0.007,Rare,14,0.0,0.0,0.0,0,,,183.0,183.0,183.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0,RNA,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,HSC,0.0075,Rare,15,0.0,0.0,0.0,0,,,170.0,227.8,239.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0,RNA,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Lymph prog,0.034,Intermediate,68,0.3333333333333333,0.2941176470588235,0.3125,3,0.7619047619047619,0.3333333333333333,37.0,220.8,239.0,0.0588235294117647,0.2941176470588235,2,0.1428571428571428,2,0.1428571428571428
RNA_lambda_0,RNA,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,MK/E prog,0.0165,Intermediate,33,0.0,0.0,0.0,0,,,170.0,227.8,239.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0,RNA,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,NK,0.0445,Intermediate,89,0.0,0.0,0.0,0,,,24.0,221.79999999999976,319.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0,RNA,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Naive CD20+ B,0.0825,Intermediate,165,0.4206008583690987,0.593939393939394,0.4924623115577889,9,0.4634796938718507,0.4206008583690987,15.0,172.05000000000004,211.0,0.0,0.593939393939394,3,0.15,0,0.0
RNA_lambda_0,RNA,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Normoblast,0.0105,Intermediate,21,0.0,0.0,0.0,0,,,64.0,212.0,239.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0,RNA,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Plasma cell,0.004,Rare,8,0.0,0.0,0.0,0,,,43.0,179.1,183.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0,RNA,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Proerythroblast,0.0805,Intermediate,161,0.6276150627615062,0.9316770186335404,0.75,1,0.6276150627615062,0.6276150627615062,51.5,191.74999999999997,239.0,0.0,0.9316770186335404,1,0.125,0,0.0
RNA_lambda_0,RNA,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,Transitional B,0.0595,Intermediate,119,0.4602272727272727,0.680672268907563,0.5491525423728814,2,0.5598039215686275,0.4602272727272727,18.0,194.15,239.0,0.0,0.680672268907563,1,0.0714285714285714,0,0.0
RNA_lambda_0,RNA,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,cDC2,0.021,Intermediate,42,0.6,0.0714285714285714,0.1276595744680851,1,0.6,0.6,56.0,222.2,239.0,0.0,0.0714285714285714,1,0.1428571428571428,0,0.0
RNA_lambda_0,RNA,0.0,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,pDC,0.0015,Rare,3,0.0,0.0,0.0,0,,,113.0,164.29999999999998,170.0,0.0,0.0,0,0.0,0,0.0
RNA_lambda_0.25,RNA,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,B1 B,0.0355,Intermediate,71,0.3157894736842105,0.0845070422535211,0.1333333333333333,2,0.3095238095238095,0.3157894736842105,22.0,344.0,644.0,0.0,0.0845070422535211,0,0.0,0,0.0
RNA_lambda_0.25,RNA,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD14+ Mono,0.054,Intermediate,108,0.6666666666666666,0.9814814814814816,0.7940074906367042,2,0.5866013071895425,0.6666666666666667,80.0,188.7,195.0,0.0,0.9814814814814816,1,0.25,0,0.0
RNA_lambda_0.25,RNA,0.25,D11,GARQ,0,diagnostic_variant_modality_weight,0.02,CD16+ Mono,0.0105,Intermediate,21,0.0,0.0,0.0,0,,,16.0,139.29999999999998,153.0,0.0,0.0,0,0.0,0,0.0
